Agency,Application name,Primary domain,Number of users,Number of licenses,Number of government support staff,Number of contractors,Start of use date,End of use date,is-custom,is-service,Manufacturer,Product/service name,Estimated replacement cost
DET,Cost Recovery Alloc8 Reporting Tool (CRART),General Ledger,5,5,0.1,0,01/01/2010 0:00,07/01/2020 0:00,Yes,No,N/A,Custom,200000
DET,DESD99,Information Provision,15,0,0.01,0,01/01/1999 0:00,31/12/2020 0:00,Yes,No,N/A,Custom,1000
DET,Native II,Information Provision,2,0,0.01,0,01/01/1999 0:00,31/12/2020 0:00,Yes,No,DET,Custom,1000
DET,Brisbane School of Distance Education (BSDE),Case Management,100,100,1,0,17/12/2012 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,612395
DET,School Budget Module (SBM),Budgeting,5000,Not reported,0,0.5,26/10/2013 0:00,31/12/2020 0:00,Yes,No,N/A,Custom,450000
DET,SMS Archive,Information Provision,1400,1400,0.2,0,03/04/2012 0:00,03/04/2019 0:00,Yes,No,N/A,Custom,250000
DET,The Learning Place,Information Provision,175000,1,5,2,15/12/2010 0:00,30/06/2017 0:00,Yes,No,Microsoft,Sharepoint,2500000
DET,QGrants,"Subsidies, Grants, Benefits and Assistance",36,36,0.4,0,01/04/2013 0:00,30/06/2020 0:00,No,No,SAP,SAP,0
DET,Employment Initiatives System (EIS),"Subsidies, Grants, Benefits and Assistance",22,22,0.1,0,01/01/2007 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,600000
DET,TRACC-SAP Reconciliation Process,Payments,10,10,6.50E-03,0,01/01/2006 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,100000
DET,VOL (Variations Online),Customer Support,2000,2000,0.74,0,01/01/2012 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,700000
DET,Alloc8,Time and Attendance,10700,0,0,0,01/07/2007 0:00,30/06/2017 0:00,No,No,QSS,Alloc8,400000
DET,SpringBoard,Recruitment,30,0,0,0,01/07/2007 0:00,30/06/2016 0:00,No,No,QSS,RecruitASP v. 1,0
DET,SAP Finance and Procurement,General Ledger,1325,0,13.3,5.1,1/10/2013 0:00,30/06/2023 0:00,No,No,SAP,SAP ERP6,6890000
DET,SAP Business Warehouse,Budgeting,1325,0,3.8,1.6,1/10/2013 0:00,30/06/2023 0:00,No,No,SAP,SAP Business Warehouse,2522739
DET,TeamMate,Case Management,29,36,0.38,0,20/12/2013 0:00,20/12/2018 0:00,No,No,CCH TeamMate,TeamMate,125000
DET,MyFacilities,Information Provision,5000,0,3,1,01/05/2014 0:00,30/06/2020 0:00,Yes,No,N/A,Custom,500000
DET,Duke of Edinburgh Award System,"Authorities, Licences, Permits and Awards",6,Not reported,0,0.5,17/09/2014 0:00,01/01/2025 0:00,Yes,No,N/A,Custom,450000
DET,SAP Plant Maintenance,Enterprise Asset Management,120,Not reported,1.9,0.8,11/08/2014 0:00,30/06/2023 0:00,No,No,SAP,ERP6,3060454
DET,ApprenticePortal,Customer Service,120000,0,0.07,0,01/07/2014 0:00,31/12/2020 0:00,Yes,No,N/A,Custom,450000
DET,SkillsGateway,Sales Automation,300000,0,0.75,0,01/07/2014 0:00,31/12/2020 0:00,Yes,No,In-house,Custom,4500000
DET,QParents,Information Submission,10000,300000,4,0,27/07/2015 0:00,30/06/2020 0:00,Yes,No,Readify,Custom,500000
DET,Daptiv,Portfolio Management,173,322,1.2,0,01/01/2015 0:00,30/06/2016 0:00,No,No,Changepoint,Daptiv PPM Tool,80000
DET,MyHR Home,Recruitment,70000,1,1.5,2,25/09/2014 0:00,31/12/2019 0:00,Yes,No,N/A,Custom,480000
DET,Apprenticeship Information Self Service (AISS),Customer Service,500000,500000,6.50E-03,0,01/01/2006 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,300000
DET,Australian Music Examinations Board (AMEB),Scheduling and Bookings,10000,1,1,0,01/01/2010 0:00,01/01/2025 0:00,Yes,No,N/A,Custom,600000
DET,Avetmiss Training Activity (ATA),Information Provision,465,465,0.04,0,01/01/2006 0:00,01/06/2018 0:00,Yes,No,N/A,Custom,600000
DET,eLearn,Computer Based Training,321967,75000,1,0.25,01/07/2013 0:00,30/06/2020 0:00,No,No,Blackboard,BlackboardLMS,367200
DET,Business Rules Admin (BRAdmin),Customer Support,5,5,0.07,0,01/01/2006 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,500000
DET,Central Approval System (CAS),Risk and Issue Management,200,200,0.1,0,01/01/2002 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,500000
DET,Centre Information System (CIS),Information Submission,140,140,1.6,0,01/01/2010 0:00,07/01/2020 0:00,Yes,No,N/A,Custom,250000
DET,Child Care Information System (CCIS),Case Management,160,160,6.50E-03,0,01/07/2010 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,600000
DET,Course Access Management System (CAMS),Library Management,638101,0,1.25,0.25,01/09/2013 0:00,30/06/2020 0:00,Yes,No,N/A,Custom (CAMS),750000
DET,Departmental Housing Management System (DHMS),Case Management,5,5,0.2,0,01/05/1996 0:00,30/06/2020 0:00,Yes,No,N/A,Microsoft Access 2010,200000
DET,Digital Data Source (DDS),Information Provision,1600,1600,0.13,0,01/01/2001 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,400000
DET,Digital Resource Centre (Equella),Computer Based Training,632806,1,0.5,0.25,01/01/2014 0:00,31/12/2020 0:00,No,No,The Learning Edge (Pearson Australia),Equella,183600
DET,Direct Entry Level Training Administration System (DELTA),Case Management,392,392,0.9,0,01/01/1998 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,3500000
DET,EduPoint,Registrations and Inspections,240,1,0.05,0,30/06/2002 0:00,30/06/2016 0:00,No,No,Eclipse Computing,EduPoint (previously known as eMinerva),0
DET,School Appropriation and Budget Allocation (SABA),Information Provision,1400,1400,1,0,01/01/2001 0:00,31/12/2020 0:00,Yes,No,N/A,Custom,1607040
DET,HP TRIM,Document and Records Management,3982,4500,4.5,0.3,27/05/2002 0:00,30/06/2017 0:00,No,No,HP,HP TRIM,1300000
DET,iConnect,Computer Based Training,632806,99999,1,0.25,01/01/2014 0:00,01/01/2019 0:00,No,No,Blackboard Inc,Blackboard Collaborate,408000
DET,International Travel Database (iTravel),Registrations and Inspections,4,10,1,0.5,30/06/2009 0:00,31/12/2020 0:00,Yes,No,Dialog Information Technology,Microsoft CRM,200000
DET,Living Away From Home Allowance System (LAFHAS),"Subsidies, Grants, Benefits and Assistance",1500,1500,0.1,0,01/01/2009 0:00,31/12/2020 0:00,Yes,No,N/A,Custom,50880
DET,OnePortal,Information Submission,60000,1,11.45,0,1/12/2009 0:00,01/07/2017 0:00,Yes,No,N/A,Custom,2091083
DET,OneSchool,Scheduling and Bookings,160000,500000,6.55,11,30/06/2007 0:00,30/06/2022 0:00,Yes,No,Agresso (OneSchool Finance),Custom,14303292
DET,Padlock Novell Interface (PNI),Accreditation,140,140,6.50E-03,0,01/01/2005 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,200000
DET,DET Connect (Partner Portal),Client Account Management,2661,2661,0.2,1,30/06/2006 0:00,01/01/2018 0:00,Yes,No,N/A,Custom,500000
DET,Phone Directory (WPHO/WPHE),Information Provision,5000,5000,0.2,0,01/01/1997 0:00,01/09/2015 0:00,Yes,No,N/A,Custom,115200
DET,PurchaseIT,Information Submission,2500,1,0,0.46,01/01/2005 0:00,31/12/2016 0:00,Yes,No,N/A,Custom,248800
DET,Purchasing Online (POL),Supply Chain Planning,200,200,0.05,0,01/01/2004 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,2000000
DET,Queensland Training Information System (QTIS),Partner Relationship Management,50000,50000,0.13,0,01/01/1997 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,400000
DET,Resource Replacement Scheme System (RRSS),Enterprise Asset Management,5,5,0.2,0,1/11/1999 0:00,30/06/2020 0:00,Yes,No,N/A,Microsoft Access 2010,100000
DET,Smart Data Online (SDOL),Payments,7000,10000,0,0,01/07/2011 0:00,31/12/2016 0:00,No,No,MasterCard,SDOL,0
DET,State Training Agency Clearinghouse (STAC),Information Provision,141,141,2.75,0,01/01/1996 0:00,31/12/2020 0:00,Yes,No,N/A,Custom,3500000
DET,Study Tours Support System (STSS or QSTAR),Registrations and Inspections,400,400,0.6,0,01/01/2008 0:00,1/12/2020 0:00,Yes,No,N/A,Custom,680000
DET,Telstra Web CC,"Call Centre, Help Desk",85000,120,1,0,30/06/2006 0:00,30/12/2015 0:00,No,No,Telstra,Telstra Web CC,350000
DET,Training Queensland Customer Relationship Management (TQ CRM),"Call Centre, Help Desk",278,360,1,0,30/06/2010 0:00,30/06/2020 0:00,Yes,No,Microsoft,Microsoft CRM Dynamics,4000000
DET,Training Downloads,Information Submission,550,550,0.18,0,01/01/2008 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,800000
DET,Training Purchasing - Payment Component (TPAY),Contract Management,66,66,0.74,0,01/01/1999 0:00,31/12/2020 0:00,Yes,No,N/A,Custom,2000000
DET,Training Purchasing (TPUR),Sourcing and Procurement,50,50,0.29,0,01/01/1999 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,2000000
DET,Training Reference Database (TRDB),Accreditation,660,660,0.01,0,01/01/1996 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,300000
DET,Travel and Accommodation (TRACC),Payments,15000,15000,0.32,0,1/12/2009 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,1000000
DET,VET Accreditation Registration System (VARS),"Authorities, Licences, Permits and Awards",100,100,0.48,0,01/01/1995 0:00,01/01/2020 0:00,Yes,No,N/A,Custom,1500000
DET,VET Systems Reporting (VSR),Information Provision,100,100,0.5,0,30/06/2006 0:00,31/12/2017 0:00,Yes,No,N/A,Custom,30000
DEWS,Water Industry compliance Database Core Module,Risk and Issue Management,70,70,1,0,1/12/2001 0:00,31/12/2018 0:00,Yes,No,DEWS,WICD,3000000
DEWS,Ministerial and Executive Correspondence System,"Executive, Management Information Systems",167,167,0.3,0.06,01/07/2002 0:00,31/12/2018 0:00,Yes,No,Bay Technologies,Mincor,60000
DEWS,1Contact,Employee Administration,1000,1000,0.5,1,1/12/2010 0:00,31/12/2018 0:00,Yes,No,DAF (ITP),1Contact,10000
DEWS,eDOCS,Document and Records Management,1100,1,1,Not reported,01/01/2000 0:00,31/12/2018 0:00,No,No,Hummingbird,Hummingbird,180000
DEWS,CSP; Financial Mgmt,Financial Management,50,50,Not reported,Not reported,01/01/1990 0:00,31/12/2018 0:00,No,No,SAP,R/3,0
DEWS,CSP; Human Resource Management/ Payroll,Payroll,50,50,Not reported,Not reported,01/01/1990 0:00,01/07/2015 0:00,No,No,SAP,ERP,0
DEWS,Employee Self Service,Employee Administration,5000,5000,Not reported,Not reported,01/01/2011 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,ESS,0
DEWS,Financial Reporter,Financial Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,Financial Reporter,0
DEWS,HRM Reporter,Employee Administration,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRM Reporter,0
DEWS,HRMS Payroll Archive,Payroll,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRMS Payroll Archive,0
DEWS,SpringBoard,Recruitment,50,50,Not reported,Not reported,06/01/2007 0:00,31/12/2018 0:00,No,No,HRX,RecruitASP/Springboard/SmartJobs Website,0
DEWS,InfoView BAM,Costing,50,50,Not reported,Not reported,01/08/2011 0:00,01/07/2017 0:00,No,No,InfoView Technologies Pty Ltd,InfoView,0
DEWS,eGift Register,Client Account Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,eGift Register,0
DEWS,eAssets,Enterprise Asset Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,eAssets,0
DEWS,Web Technical Services - Infrastructure DEWS,Information Provision,5000,5000,1,Not reported,01/02/2012 0:00,31/12/2018 0:00,Yes,No,Squiz,Squiz,0
DEWS,Web Services - DEWS,"Authorities, Licences, Permits and Awards",9999,9999,0.1,0.02,01/02/2012 0:00,31/12/2018 0:00,Yes,No,Squiz,Squiz,429000
DH,Placeholder,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,No,No,Not reported,Not reported,Not reported
DJAG,Visualfiles,Case Management,200,140,0.7,Not reported,31/12/2003 0:00,1/12/2018 0:00,Yes,No,Lexis Nexis,Visualfiles,2400000
DJAG,WHSQ Data Warehouse,"Executive, Management Information Systems",25,Not reported,0.1,Not reported,09/04/2006 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,Data Warehouse,Not reported
DJAG,Project Information Management System,Budgeting,21,Not reported,0.07,Not reported,30/06/2012 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,.Net Framework,100000
DJAG,"Business Names, Associations, Charities and Co-operatives system","Authorities, Licences, Permits and Awards",300,40,0.8,0.03,01/01/1999 0:00,30/06/2020 0:00,Yes,No,CITEC/Ajilon,Oracle,5000000
DJAG,Body Corporate & Community Management Management Informations System,Case Management,33,Not reported,0.07,Not reported,01/07/1995 0:00,30/06/2019 0:00,Yes,No,Microsoft,Visual Basic 6.0,Not reported
DJAG,Body Corporate & Community Management Online Assessment & Training,Computer Based Training,1000000,Not reported,0.07,Not reported,01/07/2006 0:00,30/06/2019 0:00,Yes,No,Department of Justice and Attorney-General,Classic ASP 3.0,Not reported
DJAG,CABTRAK,Financial Management,6,Not reported,0.07,Not reported,01/07/2004 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,Classic ASP 3.0,Not reported
DJAG,Carson,Case Management,32,Not reported,0.07,Not reported,21/10/2010 0:00,30/06/2022 0:00,Yes,No,Department of Justice and Attorney-General,.Net Framework (WPF Silver light),Not reported
DJAG,Certificate Validation Service,Registrations and Inspections,110,83,0.1,0.03,01/07/1995 0:00,30/06/2021 0:00,No,No,KE Software,CVS,50000
DJAG,Chem Large Dangerous Goods,Case Management,6,Not reported,0.55,0.03,01/01/1995 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,Not reported
DJAG,Confiscations System,Case Management,15,1,0.1,Not reported,01/07/1995 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,Classic ASP 3.0,30000
DJAG,Court of Appeal Management System,Case Management,10,Not reported,Not reported,Not reported,01/07/1995 0:00,30/06/2019 0:00,Yes,No,Department of Justice and Attorney-General,VB 6.0,50000
DJAG,Courts Information System CISW,Information Provision,114,Not reported,Not reported,Not reported,01/01/2003 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,Classic ASP 3.0,Not reported
DJAG,Courts Innovation Program Evaluation System,Case Management,30,Not reported,Not reported,Not reported,8/11/2007 0:00,30/06/2024 0:00,Yes,No,Department of Justice and Attorney-General,.Net Framework,500000
DJAG,Elite 3E Practice Management System,Time and Attendance,200,200,0.81,Not reported,14/10/2010 0:00,1/10/2025 0:00,Yes,No,Thomson Reuters,Elite3E,2000000
DJAG,Fair Trading Licensing Register,Registrations and Inspections,100000,0,0.07,0,01/07/2009 0:00,30/06/2030 0:00,Yes,No,Department of Justice and Attorney-General,.Net Framework,150000
DJAG,Find a JP,Information Provision,100000,0,0.07,0,01/06/2005 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,.Net Framework,Not reported
DJAG,First OPAC,Library Management,4000,10,0.06,Not reported,1/11/2006 0:00,1/11/2018 0:00,Yes,No,First Software,Optimus Prime,0
DJAG,HP Quality Centre,Knowledge Management,15,20,Not reported,Not reported,01/07/2008 0:00,31/07/2021 0:00,Yes,No,HP,Quality Centre,Not reported
DJAG,FYP; Financial Mgmt,Document and Records Management,2,Not reported,Not reported,Not reported,01/01/1990 0:00,30/06/2015 0:00,No,No,SAP,R/3,Not reported
DJAG,Online Subscription Services,Event Management,100000,Not reported,0,Not reported,11/02/2010 0:00,30/06/2020 0:00,Yes,No,Vision 6,Not reported,0
DJAG,Phonebook,Information Provision,4278,Not reported,0.07,Not reported,03/05/2005 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,.NET Framework,Not reported
DJAG,QCIVIL,Case Management,400,1,1.08,Not reported,01/07/1995 0:00,30/06/2024 0:00,Yes,No,Strategic Business Consulting,Not reported,Not reported
DJAG,QIRC Emails Letters and faxes,Customer Support,10,Not reported,0,Not reported,01/01/2008 0:00,30/06/2018 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,Safety Information System,Customer Service,50,Not reported,0.2,Not reported,23/04/2007 0:00,30/06/2017 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,Software Asset Register,Inventory Management,39,Not reported,0.07,Not reported,01/01/2009 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,ASP.NET,Not reported
DJAG,Systems Appraisal Management,Risk and Issue Management,3,1,0.05,Not reported,01/01/1995 0:00,30/06/2020 0:00,Yes,No,In House Developed,System Appraisal Management,0
DJAG,Trust System,Registrations and Inspections,3,Not reported,0.07,Not reported,01/07/2009 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,.Net Framework,0
DJAG,VIKT,Partner Relationship Management,62,Not reported,0.2,Not reported,20/07/2011 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,ELI Internet Public Search,Information Provision,100000,Not reported,0.85,Not reported,17/04/2009 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,ELI,Not reported
DJAG,ESO Approvals and Labeling,Registrations and Inspections,15,Not reported,0.3,Not reported,23/08/2008 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,ESO Electrical Licensing,"Authorities, Licences, Permits and Awards",15,Not reported,1,Not reported,23/08/2008 0:00,30/06/2018 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,Fines system,Case Management,10,Not reported,0,Not reported,6/12/2007 0:00,30/06/2017 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,Inspection Audit System,Case Management,56,Not reported,0.55,Not reported,01/07/1995 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,Queensland Electrical Equipment Approval Certificate Search,"Authorities, Licences, Permits and Awards",10,Not reported,0.1,Not reported,15/05/2009 0:00,30/06/2019 0:00,Yes,No,Not reported,Not reported,1
DJAG,Caseworks (QCAT),Case Management,160,100,0.5,0.07,01/07/2009 0:00,01/06/2019 0:00,Yes,No,Reprise Consulting,Caseworks,500000
DJAG,Integrated Criminal Justice (ICJ) Service - IJIS View,Information Provision,6,Not reported,0,Not reported,01/09/2009 0:00,30/06/2024 0:00,Yes,No,CITEC,IJIS VIEW,Not reported
DJAG,Integrated Criminal Justice (ICJ) Service - Information Exchange Framework (IEF) DJAG spoke,Information Provision,90000,Not reported,0.15,Not reported,01/07/2008 0:00,30/06/2024 0:00,Yes,No,CITEC,DJAG Spoke,0
DJAG,Integrated Criminal Justice (ICJ) Service - Information Exchange Framework (IEF) ODPP spoke,Information Submission,90000,Not reported,0.15,Not reported,01/07/2008 0:00,30/06/2024 0:00,Yes,No,Not reported,ODPP Spoke,0
DJAG,Communication Resolution System,Customer Service,40,Not reported,0,0.11,01/04/2010 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,Not reported,0
DJAG,Compliance Inspectorial System (CISR),Infringement Management,300,Not reported,1.2,0.11,11/06/2010 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,Infringement and Enforcement Database (Compliance,Not reported
